,County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
1563,Niagara,County Total,2016,11.727994705493051,6145.0,850.0,4.0,68.0,280.0,498.0,5295.0,1061.0,3912.0,322.0,Non-New York City
1564,Niagara,Lewiston Town PD,2016,12.0,161.0,6.0,0.0,2.0,0.0,4.0,155.0,24.0,119.0,12.0,Non-New York City
1565,Niagara,Lockport City PD,2016,12.0,754.0,95.0,0.0,1.0,25.0,69.0,659.0,129.0,508.0,22.0,Non-New York City
1566,Niagara,Middleport Vg PD,2016,12.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,24.0,0.0,Non-New York City
1567,Niagara,Niagara County Park PD,2016,12.0,49.0,8.0,0.0,0.0,7.0,1.0,41.0,2.0,39.0,0.0,Non-New York City
1568,Niagara,Niagara County Sheriff,2016,12.0,896.0,72.0,0.0,17.0,21.0,34.0,824.0,166.0,611.0,47.0,Non-New York City
1569,Niagara,Niagara County State Police,2016,12.0,257.0,29.0,0.0,16.0,4.0,9.0,228.0,39.0,180.0,9.0,Non-New York City
1570,Niagara,Niagara Falls City PD,2016,12.0,2971.0,567.0,3.0,14.0,200.0,350.0,2404.0,551.0,1666.0,187.0,Non-New York City
1571,Niagara,Niagara Town PD,2016,12.0,413.0,18.0,0.0,1.0,11.0,6.0,395.0,32.0,355.0,8.0,Non-New York City
1572,Niagara,North Tonawanda City PD,2016,12.0,609.0,55.0,1.0,17.0,12.0,25.0,554.0,115.0,403.0,36.0,Non-New York City
1573,Niagara,Youngstown Vg PD,2016,12.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,Non-New York City
1574,Oneida,Boonville Vg PD,2016,12.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,Non-New York City
1575,Oneida,Camden Vg PD,2016,12.0,44.0,1.0,0.0,0.0,0.0,1.0,43.0,6.0,37.0,0.0,Non-New York City
1576,Oneida,County Total,2016,11.727994705493051,5233.0,661.0,4.0,160.0,141.0,356.0,4572.0,854.0,3565.0,153.0,Non-New York City
1577,Oneida,Kirkland Town PD,2016,12.0,28.0,2.0,0.0,0.0,0.0,2.0,26.0,2.0,24.0,0.0,Non-New York City
1578,Oneida,New Hartford Town and Vg PD,2016,12.0,673.0,16.0,0.0,2.0,6.0,8.0,657.0,53.0,599.0,5.0,Non-New York City
1579,Oneida,New York Mills Vg PD,2016,12.0,36.0,1.0,0.0,0.0,0.0,1.0,35.0,4.0,30.0,1.0,Non-New York City
1580,Oneida,Oneida County Park PD,2016,12.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,Non-New York City
1581,Oneida,Oneida County Sheriff,2016,12.0,414.0,72.0,0.0,46.0,1.0,25.0,342.0,96.0,229.0,17.0,Non-New York City
1582,Oneida,Oneida County State Police,2016,12.0,566.0,117.0,1.0,51.0,3.0,62.0,449.0,108.0,319.0,22.0,Non-New York City
1583,Oneida,Oriskany Vg PD,2016,12.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,0.0,Non-New York City
1584,Oneida,Rome City PD,2016,12.0,671.0,52.0,0.0,13.0,14.0,25.0,619.0,128.0,463.0,28.0,Non-New York City
1585,Oneida,Sherrill City PD,2016,12.0,8.0,2.0,0.0,0.0,0.0,2.0,6.0,1.0,4.0,1.0,Non-New York City
1586,Oneida,SUNY Police - Polytechnic Institute,2016,12.0,9.0,2.0,0.0,1.0,0.0,1.0,7.0,0.0,7.0,0.0,Non-New York City
1587,Oneida,Utica City PD,2016,12.0,2652.0,387.0,3.0,46.0,115.0,223.0,2265.0,435.0,1751.0,79.0,Non-New York City
1588,Oneida,Vernon Vg PD,2016,12.0,18.0,2.0,0.0,1.0,0.0,1.0,16.0,2.0,14.0,0.0,Non-New York City
1589,Oneida,Whitesboro Vg PD,2016,12.0,36.0,1.0,0.0,0.0,1.0,0.0,35.0,8.0,27.0,0.0,Non-New York City
1590,Oneida,Whitestown Town PD,2016,12.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,23.0,0.0,Non-New York City
1591,Oneida,Yorkville Vg PD,2016,12.0,29.0,5.0,0.0,0.0,1.0,4.0,24.0,3.0,21.0,0.0,Non-New York City
1592,Onondaga,Baldwinsville Vg PD,2016,12.0,92.0,1.0,0.0,0.0,0.0,1.0,91.0,13.0,78.0,0.0,Non-New York City
1593,Onondaga,Camillus Town and Vg PD,2016,12.0,431.0,12.0,0.0,6.0,1.0,5.0,419.0,20.0,391.0,8.0,Non-New York City
1594,Onondaga,Cicero Town PD,2016,12.0,299.0,9.0,0.0,0.0,2.0,7.0,290.0,38.0,248.0,4.0,Non-New York City
1595,Onondaga,County Total,2016,11.727994705493051,11116.0,1415.0,34.0,156.0,398.0,827.0,9701.0,1684.0,7505.0,512.0,Non-New York City
1596,Onondaga,DeWitt Town PD,2016,12.0,842.0,40.0,0.0,5.0,13.0,22.0,802.0,72.0,697.0,33.0,Non-New York City
1597,Onondaga,Geddes Town PD,2016,12.0,224.0,6.0,0.0,0.0,3.0,3.0,218.0,18.0,195.0,5.0,Non-New York City
1598,Onondaga,Jordan Vg PD,2016,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
1599,Onondaga,Liverpool Vg PD,2016,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,9.0,0.0,Non-New York City
1600,Onondaga,Manlius Town PD,2016,12.0,377.0,18.0,0.0,4.0,2.0,12.0,359.0,44.0,304.0,11.0,Non-New York City
1601,Onondaga,Marcellus Vg PD,2016,12.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,Non-New York City
1602,Onondaga,North Syracuse Vg PD,2016,12.0,74.0,2.0,0.0,0.0,2.0,0.0,72.0,9.0,60.0,3.0,Non-New York City
1603,Onondaga,Onondaga County Park PD,2016,12.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,10.0,0.0,Non-New York City
1604,Onondaga,Onondaga County Park Rangers,2016,12.0,59.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,59.0,0.0,Non-New York City
1605,Onondaga,Onondaga County Sheriff,2016,12.0,1970.0,187.0,4.0,42.0,34.0,107.0,1783.0,306.0,1409.0,68.0,Non-New York City
1606,Onondaga,Onondaga County State Police,2016,12.0,724.0,52.0,0.0,28.0,4.0,20.0,672.0,104.0,538.0,30.0,Non-New York City
1607,Onondaga,Skaneateles Vg PD,2016,12.0,41.0,1.0,0.0,0.0,1.0,0.0,40.0,2.0,38.0,0.0,Non-New York City
1608,Onondaga,Solvay Vg PD,2016,12.0,136.0,22.0,0.0,3.0,6.0,13.0,114.0,30.0,75.0,9.0,Non-New York City
1609,Onondaga,SUNY Police - Environmental Science,2016,12.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,19.0,0.0,Non-New York City
1610,Onondaga,SUNY Police - Upstate Medical,2016,12.0,82.0,2.0,0.0,0.0,1.0,1.0,80.0,1.0,78.0,1.0,Non-New York City
1611,Onondaga,Syracuse City PD,2016,12.0,5714.0,1063.0,30.0,68.0,329.0,636.0,4651.0,1021.0,3290.0,340.0,Non-New York City
1612,Ontario,Canandaigua City PD,2016,12.0,265.0,50.0,0.0,19.0,6.0,25.0,215.0,30.0,179.0,6.0,Non-New York City
1613,Ontario,County Total,2016,11.727994705493051,1866.0,164.0,1.0,78.0,18.0,67.0,1702.0,303.0,1365.0,34.0,Non-New York City
1614,Ontario,Geneva City PD,2016,12.0,314.0,24.0,1.0,9.0,5.0,9.0,290.0,77.0,212.0,1.0,Non-New York City
1615,Ontario,Ontario County Sheriff,2016,12.0,965.0,61.0,0.0,28.0,7.0,26.0,904.0,157.0,730.0,17.0,Non-New York City
1616,Ontario,Ontario County State Police,2016,12.0,322.0,29.0,0.0,22.0,0.0,7.0,293.0,39.0,244.0,10.0,Non-New York City
1617,Orange,Blooming Grove Town PD,2016,12.0,120.0,3.0,0.0,0.0,0.0,3.0,117.0,29.0,80.0,8.0,Non-New York City
1618,Orange,Chester Town PD,2016,12.0,19.0,5.0,0.0,0.0,0.0,5.0,14.0,3.0,10.0,1.0,Non-New York City
1619,Orange,Chester Vg PD,2016,12.0,87.0,1.0,0.0,1.0,0.0,0.0,86.0,4.0,79.0,3.0,Non-New York City
1620,Orange,Cornwall-on-Hudson Vg PD,2016,12.0,24.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,22.0,0.0,Non-New York City
1621,Orange,Cornwall Town PD,2016,12.0,33.0,4.0,0.0,1.0,0.0,3.0,29.0,3.0,25.0,1.0,Non-New York City
1622,Orange,County Total,2016,11.727994705493051,7313.0,904.0,11.0,132.0,234.0,527.0,6409.0,774.0,5438.0,197.0,Non-New York City
1623,Orange,Crawford Town PD,2016,12.0,74.0,7.0,0.0,1.0,3.0,3.0,67.0,10.0,55.0,2.0,Non-New York City
1624,Orange,Deerpark Town PD,2016,12.0,81.0,6.0,0.0,0.0,2.0,4.0,75.0,20.0,52.0,3.0,Non-New York City
1625,Orange,Florida Vg PD,2016,12.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,8.0,0.0,Non-New York City
1626,Orange,Goshen Town PD,2016,12.0,74.0,4.0,0.0,1.0,0.0,3.0,70.0,9.0,55.0,6.0,Non-New York City
1627,Orange,Goshen Vg PD,2016,12.0,77.0,1.0,0.0,0.0,0.0,1.0,76.0,8.0,67.0,1.0,Non-New York City
1628,Orange,Greenwood Lake Vg PD,2016,12.0,27.0,4.0,0.0,0.0,0.0,4.0,23.0,6.0,12.0,5.0,Non-New York City
1629,Orange,Harriman Vg PD,2016,12.0,32.0,2.0,0.0,0.0,0.0,2.0,30.0,6.0,24.0,0.0,Non-New York City
1630,Orange,Highland Falls Vg PD,2016,10.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,22.0,1.0,Non-New York City
1631,Orange,Highlands Town PD,2016,12.0,11.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,Non-New York City
1632,Orange,Maybrook Vg PD,2016,12.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,12.0,1.0,Non-New York City
1633,Orange,Middletown City PD,2016,12.0,787.0,122.0,1.0,9.0,43.0,69.0,665.0,105.0,539.0,21.0,Non-New York City
1634,Orange,Monroe Vg PD,2016,12.0,169.0,5.0,0.0,0.0,3.0,2.0,164.0,17.0,144.0,3.0,Non-New York City
1635,Orange,Montgomery Town PD,2016,12.0,62.0,10.0,0.0,0.0,0.0,10.0,52.0,8.0,44.0,0.0,Non-New York City
1636,Orange,Montgomery Vg PD,2016,12.0,21.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,17.0,2.0,Non-New York City
1637,Orange,Mount Hope Town PD,2016,12.0,17.0,1.0,0.0,1.0,0.0,0.0,16.0,3.0,11.0,2.0,Non-New York City
1638,Orange,Newburgh City PD,2016,12.0,1288.0,403.0,6.0,22.0,125.0,250.0,885.0,206.0,626.0,53.0,Non-New York City
1639,Orange,Newburgh Town PD,2016,12.0,1219.0,36.0,0.0,1.0,16.0,19.0,1183.0,68.0,1103.0,12.0,Non-New York City
1640,Orange,New Windsor Town PD,2016,12.0,415.0,26.0,1.0,1.0,1.0,23.0,389.0,45.0,337.0,7.0,Non-New York City
1641,Orange,Orange County MTA,2016,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,Non-New York City
1642,Orange,Orange County Park PD,2016,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Non-New York City
1643,Orange,Orange County Sheriff,2016,12.0,31.0,14.0,0.0,0.0,1.0,13.0,17.0,0.0,17.0,0.0,Non-New York City
1644,Orange,Orange County State Police,2016,12.0,836.0,136.0,3.0,80.0,12.0,41.0,700.0,76.0,596.0,28.0,Non-New York City
1645,Orange,Port Jervis City PD,2016,12.0,214.0,21.0,0.0,2.0,2.0,17.0,193.0,43.0,148.0,2.0,Non-New York City
1646,Orange,Tuxedo Town PD,2016,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Non-New York City
1647,Orange,Walden Vg PD,2016,12.0,80.0,1.0,0.0,0.0,0.0,1.0,79.0,4.0,72.0,3.0,Non-New York City
1648,Orange,Wallkill Town PD,2016,12.0,727.0,66.0,0.0,7.0,21.0,38.0,661.0,60.0,580.0,21.0,Non-New York City
1649,Orange,Warwick Town PD,2016,12.0,173.0,15.0,0.0,4.0,3.0,8.0,158.0,25.0,127.0,6.0,Non-New York City
1650,Orange,Washingtonville Vg PD,2016,12.0,50.0,4.0,0.0,0.0,1.0,3.0,46.0,0.0,45.0,1.0,Non-New York City
1651,Orange,Woodbury Town PD,2016,12.0,504.0,4.0,0.0,1.0,1.0,2.0,500.0,4.0,492.0,4.0,Non-New York City
1652,Orleans,Albion Vg PD,2016,12.0,228.0,28.0,0.0,3.0,4.0,21.0,200.0,35.0,154.0,11.0,Non-New York City
1653,Orleans,County Total,2016,11.727994705493051,749.0,78.0,0.0,24.0,7.0,47.0,671.0,143.0,499.0,29.0,Non-New York City
1654,Orleans,Holley Vg PD,2016,12.0,47.0,0.0,0.0,0.0,0.0,0.0,47.0,7.0,37.0,3.0,Non-New York City
1655,Orleans,Medina Vg PD,2016,12.0,173.0,15.0,0.0,3.0,1.0,11.0,158.0,29.0,122.0,7.0,Non-New York City
1656,Orleans,Orleans County Park PD,2016,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Non-New York City
1657,Orleans,Orleans County Sheriff,2016,12.0,220.0,20.0,0.0,8.0,1.0,11.0,200.0,56.0,140.0,4.0,Non-New York City
1658,Orleans,Orleans County State Police,2016,12.0,80.0,15.0,0.0,10.0,1.0,4.0,65.0,15.0,46.0,4.0,Non-New York City
1659,Oswego,Central Square Vg PD,2016,12.0,46.0,1.0,0.0,0.0,0.0,1.0,45.0,1.0,44.0,0.0,Non-New York City
1660,Oswego,County Total,2016,11.727994705493051,2314.0,265.0,0.0,121.0,22.0,122.0,2049.0,461.0,1518.0,70.0,Non-New York City
1661,Oswego,Fulton City PD,2016,12.0,372.0,10.0,0.0,3.0,3.0,4.0,362.0,69.0,291.0,2.0,Non-New York City
1662,Oswego,Oswego City PD,2016,12.0,583.0,80.0,0.0,16.0,8.0,56.0,503.0,81.0,405.0,17.0,Non-New York City
1663,Oswego,Oswego County Park PD,2016,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,Non-New York City
1664,Oswego,Oswego County Sheriff,2016,12.0,363.0,56.0,0.0,26.0,4.0,26.0,307.0,69.0,220.0,18.0,Non-New York City
1665,Oswego,Oswego County State Police,2016,12.0,794.0,111.0,0.0,71.0,6.0,34.0,683.0,218.0,436.0,29.0,Non-New York City
1666,Oswego,Phoenix Vg PD,2016,12.0,25.0,1.0,0.0,0.0,1.0,0.0,24.0,4.0,19.0,1.0,Non-New York City
1667,Oswego,Pulaski Vg PD,2016,12.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,29.0,1.0,Non-New York City
1668,Oswego,SUNY Police - Oswego,2016,12.0,95.0,6.0,0.0,5.0,0.0,1.0,89.0,15.0,72.0,2.0,Non-New York City
1669,Otsego,Cooperstown Vg PD,2016,12.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,12.0,0.0,Non-New York City
1670,Otsego,County Total,2016,11.727994705493051,779.0,90.0,0.0,35.0,10.0,45.0,689.0,113.0,564.0,12.0,Non-New York City
1671,Otsego,Oneonta City PD,2016,12.0,300.0,31.0,0.0,8.0,7.0,16.0,269.0,57.0,208.0,4.0,Non-New York City
1672,Otsego,Otsego County Park PD,2016,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Non-New York City
1673,Otsego,Otsego County Sheriff,2016,12.0,78.0,19.0,0.0,0.0,3.0,16.0,59.0,23.0,33.0,3.0,Non-New York City
1674,Otsego,Otsego County State Police,2016,12.0,342.0,34.0,0.0,21.0,0.0,13.0,308.0,30.0,273.0,5.0,Non-New York City
1675,Otsego,SUNY Police - Oneonta,2016,12.0,44.0,6.0,0.0,6.0,0.0,0.0,38.0,1.0,37.0,0.0,Non-New York City
1676,Putnam,Brewster Vg PD,2016,12.0,13.0,1.0,0.0,0.0,0.0,1.0,12.0,2.0,9.0,1.0,Non-New York City
1677,Putnam,Carmel Town PD,2016,12.0,112.0,5.0,0.0,0.0,1.0,4.0,107.0,16.0,81.0,10.0,Non-New York City
1678,Putnam,County Total,2016,11.727994705493051,603.0,37.0,0.0,10.0,6.0,21.0,566.0,86.0,456.0,24.0,Non-New York City
1679,Putnam,Kent Town PD,2016,12.0,57.0,2.0,0.0,2.0,0.0,0.0,55.0,6.0,47.0,2.0,Non-New York City
1680,Putnam,Putnam County MTA,2016,12.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,2.0,Non-New York City
1681,Putnam,Putnam County Park PD,2016,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
1682,Putnam,Putnam County Sheriff,2016,12.0,307.0,16.0,0.0,3.0,4.0,9.0,291.0,44.0,243.0,4.0,Non-New York City
1683,Putnam,Putnam County State Police,2016,12.0,102.0,13.0,0.0,5.0,1.0,7.0,89.0,18.0,66.0,5.0,Non-New York City
1684,Queens,County Total,2016,12.0,33800.0,9356.0,47.0,486.0,2989.0,5834.0,24444.0,3056.0,19455.0,1933.0,New York City
1685,Rensselaer,County Total,2016,11.727994705493051,3658.0,472.0,4.0,63.0,114.0,291.0,3186.0,613.0,2420.0,153.0,Non-New York City
1686,Rensselaer,East Greenbush Town PD,2016,12.0,347.0,18.0,0.0,2.0,2.0,14.0,329.0,48.0,274.0,7.0,Non-New York City
1687,Rensselaer,Hoosick Falls Vg PD,2016,12.0,25.0,2.0,0.0,0.0,0.0,2.0,23.0,5.0,17.0,1.0,Non-New York City
1688,Rensselaer,Nassau Vg PD,2016,12.0,8.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,0.0,Non-New York City
1689,Rensselaer,North Greenbush Town PD,2016,12.0,190.0,9.0,0.0,2.0,1.0,6.0,181.0,16.0,156.0,9.0,Non-New York City
1690,Rensselaer,Rensselaer City PD,2016,12.0,117.0,16.0,0.0,3.0,4.0,9.0,101.0,18.0,78.0,5.0,Non-New York City
1691,Rensselaer,Rensselaer County Park PD,2016,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
1692,Rensselaer,Rensselaer County Sheriff,2016,12.0,266.0,16.0,1.0,3.0,3.0,9.0,250.0,39.0,202.0,9.0,Non-New York City
1693,Rensselaer,Rensselaer County State Police,2016,12.0,445.0,38.0,0.0,23.0,0.0,15.0,407.0,76.0,300.0,31.0,Non-New York City
1694,Rensselaer,Rensselaer Poly Tech Police,2016,12.0,49.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,47.0,0.0,Non-New York City
1695,Rensselaer,Schodack Town PD,2016,12.0,55.0,10.0,0.0,5.0,2.0,3.0,45.0,14.0,30.0,1.0,Non-New York City
1696,Rensselaer,Troy City PD,2016,12.0,2154.0,362.0,3.0,25.0,102.0,232.0,1792.0,394.0,1308.0,90.0,Non-New York City
1697,Richmond,County Total,2016,12.0,6313.0,1589.0,21.0,99.0,422.0,1047.0,4724.0,488.0,3989.0,247.0,New York City
1698,Rockland,Clarkstown Town PD,2016,12.0,1345.0,81.0,0.0,16.0,26.0,39.0,1264.0,60.0,1171.0,33.0,Non-New York City
1699,Rockland,County Total,2016,11.727994705493051,3561.0,384.0,2.0,48.0,104.0,230.0,3177.0,256.0,2803.0,118.0,Non-New York City
1700,Rockland,Haverstraw Town PD,2016,12.0,373.0,38.0,0.0,2.0,13.0,23.0,335.0,41.0,274.0,20.0,Non-New York City
1701,Rockland,Orangetown Town PD,2016,12.0,323.0,41.0,0.0,2.0,14.0,25.0,282.0,26.0,248.0,8.0,Non-New York City
1702,Rockland,Piermont Vg PD,2016,12.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,16.0,0.0,Non-New York City
1703,Rockland,Ramapo Town PD,2016,12.0,739.0,77.0,1.0,11.0,10.0,55.0,662.0,63.0,565.0,34.0,Non-New York City
1704,Rockland,Rockland County MTA,2016,12.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
1705,Rockland,Rockland County Park PD,2016,12.0,15.0,2.0,0.0,0.0,0.0,2.0,13.0,0.0,13.0,0.0,Non-New York City
1706,Rockland,Rockland County Sheriff,2016,12.0,40.0,7.0,0.0,0.0,0.0,7.0,33.0,2.0,30.0,1.0,Non-New York City
1707,Rockland,Rockland County State Police,2016,12.0,21.0,5.0,0.0,3.0,1.0,1.0,16.0,1.0,14.0,1.0,Non-New York City
1708,Rockland,South Nyack-Grand View PD,2016,12.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,10.0,0.0,Non-New York City
1709,Rockland,Spring Valley Vg PD,2016,12.0,511.0,125.0,1.0,14.0,39.0,71.0,386.0,37.0,336.0,13.0,Non-New York City
1710,Rockland,Stony Point Town PD,2016,12.0,85.0,5.0,0.0,0.0,0.0,5.0,80.0,8.0,67.0,5.0,Non-New York City
1711,Rockland,Suffern Vg PD,2016,12.0,73.0,2.0,0.0,0.0,0.0,2.0,71.0,11.0,57.0,3.0,Non-New York City
1712,Saratoga,Ballston Spa Vg PD,2016,12.0,64.0,7.0,0.0,1.0,4.0,2.0,57.0,6.0,50.0,1.0,Non-New York City
1713,Saratoga,County Total,2016,11.727994705493051,2843.0,256.0,2.0,73.0,24.0,157.0,2587.0,325.0,2162.0,100.0,Non-New York City
1714,Saratoga,Mechanicville City PD,2016,12.0,77.0,5.0,0.0,0.0,0.0,5.0,72.0,10.0,58.0,4.0,Non-New York City
1715,Saratoga,Saratoga County Park PD,2016,12.0,27.0,4.0,0.0,0.0,0.0,4.0,23.0,0.0,23.0,0.0,Non-New York City
1716,Saratoga,Saratoga County Sheriff,2016,12.0,1195.0,85.0,2.0,14.0,2.0,67.0,1110.0,167.0,899.0,44.0,Non-New York City
1717,Saratoga,Saratoga County State Police,2016,12.0,708.0,80.0,0.0,45.0,8.0,27.0,628.0,60.0,556.0,12.0,Non-New York City
1718,Saratoga,Saratoga Springs City PD,2016,12.0,591.0,64.0,0.0,9.0,8.0,47.0,527.0,54.0,441.0,32.0,Non-New York City
1719,Saratoga,South Glens Falls Vg PD,2016,12.0,102.0,8.0,0.0,3.0,1.0,4.0,94.0,16.0,74.0,4.0,Non-New York City
1720,Saratoga,Stillwater Town PD,2016,12.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,19.0,0.0,Non-New York City
1721,Saratoga,Waterford Town and Vg PD,2016,12.0,55.0,3.0,0.0,1.0,1.0,1.0,52.0,7.0,42.0,3.0,Non-New York City
1722,Schenectady,County Total,2016,11.727994705493051,4684.0,697.0,7.0,80.0,166.0,444.0,3987.0,572.0,3170.0,245.0,Non-New York City
1723,Schenectady,Glenville Town PD,2016,12.0,499.0,14.0,0.0,4.0,4.0,6.0,485.0,34.0,444.0,7.0,Non-New York City
1724,Schenectady,Niskayuna Town PD,2016,12.0,340.0,21.0,0.0,5.0,3.0,13.0,319.0,42.0,266.0,11.0,Non-New York City
1725,Schenectady,Rotterdam Town PD,2016,12.0,929.0,43.0,0.0,6.0,11.0,26.0,886.0,86.0,777.0,23.0,Non-New York City
1726,Schenectady,Schenectady City PD,2016,12.0,2709.0,600.0,7.0,59.0,146.0,388.0,2109.0,379.0,1534.0,196.0,Non-New York City
1727,Schenectady,Schenectady County Sheriff,2016,12.0,17.0,1.0,0.0,0.0,1.0,0.0,16.0,6.0,9.0,1.0,Non-New York City
1728,Schenectady,Schenectady County State Police,2016,12.0,69.0,10.0,0.0,5.0,0.0,5.0,59.0,4.0,54.0,1.0,Non-New York City
1729,Schenectady,Scotia Vg PD,2016,12.0,121.0,8.0,0.0,1.0,1.0,6.0,113.0,21.0,86.0,6.0,Non-New York City
1730,Schoharie,Cobleskill Vg PD,2016,12.0,148.0,4.0,0.0,2.0,1.0,1.0,144.0,11.0,131.0,2.0,Non-New York City
1731,Schoharie,County Total,2016,11.727994705493051,385.0,36.0,0.0,25.0,3.0,8.0,349.0,66.0,271.0,12.0,Non-New York City
1732,Schoharie,Schoharie County Sheriff,2016,12.0,51.0,2.0,0.0,2.0,0.0,0.0,49.0,15.0,34.0,0.0,Non-New York City
1733,Schoharie,Schoharie County State Police,2016,12.0,161.0,28.0,0.0,20.0,1.0,7.0,133.0,37.0,86.0,10.0,Non-New York City
1734,Schoharie,SUNY Police - Cobleskill,2016,12.0,25.0,2.0,0.0,1.0,1.0,0.0,23.0,3.0,20.0,0.0,Non-New York City
